system:index,NO2_mean,fecha,.geo
20201007T184318_20201009T122429,-9999,2020-10-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201007T202447_20201009T132641,-9999,2020-10-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201007T220617_20201009T144450,-9999,2020-10-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201007T234746_20201009T164816,-9999,2020-10-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201008T012916_20201009T182911,-9999,2020-10-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201008T031045_20201009T195553,-9999,2020-10-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201008T045214_20201009T214410,-9999,2020-10-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201008T063344_20201009T234403,-9999,2020-10-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201008T081513_20201010T012408,-9999,2020-10-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201008T095643_20201010T030823,-9999,2020-10-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201008T113812_20201010T051435,-9999,2020-10-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201008T131941_20201010T064924,-9999,2020-10-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201008T150111_20201010T075815,-9999,2020-10-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201008T164240_20201010T095715,-2.292505968107995E-6,2020-10-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201008T182409_20201010T114142,1.1738723272427363E-5,2020-10-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201008T200539_20201010T131849,-9999,2020-10-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201008T214708_20201010T143612,-9999,2020-10-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201008T232838_20201010T161356,-9999,2020-10-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201009T011007_20201010T180230,-9999,2020-10-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201009T025137_20201010T194309,-9999,2020-10-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201009T043306_20201010T214941,-9999,2020-10-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201009T061435_20201010T232217,-9999,2020-10-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201009T075605_20201011T011112,-9999,2020-10-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201009T093734_20201011T025723,-9999,2020-10-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201009T111904_20201011T051828,-9999,2020-10-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201009T130033_20201011T063332,-9999,2020-10-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201009T144202_20201011T072221,-9999,2020-10-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201009T162332_20201011T093612,-9999,2020-10-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201009T180501_20201011T112813,7.794174292385548E-6,2020-10-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201009T194631_20201011T131503,-9999,2020-10-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201009T212800_20201011T142017,-9999,2020-10-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201009T230929_20201011T160434,-9999,2020-10-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201010T005059_20201011T174849,-9999,2020-10-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201010T023228_20201011T191549,-9999,2020-10-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201010T041358_20201011T210823,-9999,2020-10-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201010T055527_20201011T230456,-9999,2020-10-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201010T073656_20201012T003510,-9999,2020-10-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201010T091826_20201012T022844,-9999,2020-10-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201010T105955_20201012T045852,-9999,2020-10-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201010T124125_20201012T062521,-9999,2020-10-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201010T142254_20201012T070908,-9999,2020-10-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201010T160423_20201012T084743,-9999,2020-10-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201010T174553_20201012T110327,7.398616214903838E-6,2020-10-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201010T192722_20201012T123716,-9999,2020-10-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201010T210852_20201012T141447,-9999,2020-10-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201010T225021_20201012T153953,-9999,2020-10-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201011T003151_20201012T175432,-9999,2020-10-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201011T021320_20201012T184115,-9999,2020-10-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201011T035449_20201012T210731,-9999,2020-10-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201011T053619_20201012T225414,-9999,2020-10-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201011T071748_20201013T003039,-9999,2020-10-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201011T085918_20201013T022853,-9999,2020-10-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201011T104047_20201013T041305,-9999,2020-10-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201011T122216_20201013T054143,-9999,2020-10-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201011T140346_20201013T071926,-9999,2020-10-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201011T154515_20201013T084017,-9999,2020-10-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201011T172644_20201013T103320,8.784823518799495E-6,2020-10-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201011T190814_20201013T124511,-9999,2020-10-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201011T204943_20201013T134326,-9999,2020-10-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201011T223113_20201013T154128,-9999,2020-10-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201012T001242_20201013T170943,-9999,2020-10-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201012T015412_20201013T182152,-9999,2020-10-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201012T033541_20201013T203343,-9999,2020-10-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201012T051710_20201013T222010,-9999,2020-10-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201012T065840_20201014T000504,-9999,2020-10-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201012T084009_20201014T014030,-9999,2020-10-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201012T102139_20201014T035104,-9999,2020-10-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201012T120308_20201014T055716,-9999,2020-10-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201012T134437_20201014T071530,-9999,2020-10-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201012T152607_20201014T081243,-9999,2020-10-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201012T170736_20201014T101255,9.967011472866912E-6,2020-10-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201012T184906_20201014T120158,-9999,2020-10-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201012T203035_20201014T132250,-9999,2020-10-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201012T221205_20201014T152206,-9999,2020-10-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201012T235334_20201014T170008,-9999,2020-10-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201013T013503_20201014T180445,-9999,2020-10-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201013T031633_20201014T201349,-9999,2020-10-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201013T045802_20201014T220901,-9999,2020-10-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201013T063931_20201014T235356,-9999,2020-10-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201013T082101_20201015T011615,-9999,2020-10-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201013T100230_20201015T031517,-9999,2020-10-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201013T114400_20201015T053124,-9999,2020-10-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201013T132529_20201015T064241,-9999,2020-10-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201013T150658_20201015T075711,-9999,2020-10-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201013T164828_20201015T093816,4.881651910002452E-6,2020-10-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201013T182957_20201015T115934,7.910888461963117E-6,2020-10-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201013T201127_20201015T132300,-9999,2020-10-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201013T215256_20201015T151913,-9999,2020-10-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201013T233426_20201015T165433,-9999,2020-10-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201014T011555_20201015T180035,-9999,2020-10-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201014T025724_20201015T200445,-9999,2020-10-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201014T043854_20201015T214013,-9999,2020-10-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201014T062023_20201015T233726,-9999,2020-10-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201014T080153_20201016T010957,-9999,2020-10-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201014T094322_20201016T030134,-9999,2020-10-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201014T112452_20201016T050412,-9999,2020-10-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201014T130621_20201016T065413,-9999,2020-10-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201014T144750_20201016T075624,-9999,2020-10-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201014T162920_20201016T091536,-9999,2020-10-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201014T181049_20201016T111456,9.817310180588533E-6,2020-10-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201014T195218_20201016T130522,-9999,2020-10-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201014T213348_20201016T144810,-9999,2020-10-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201014T231517_20201016T162541,-9999,2020-10-14,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201015T005647_20201016T173038,-9999,2020-10-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201015T023816_20201016T192141,-9999,2020-10-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201015T041945_20201016T211056,-9999,2020-10-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201015T060115_20201016T231804,-9999,2020-10-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201015T074244_20201017T004920,-9999,2020-10-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201015T092414_20201017T030039,-9999,2020-10-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201015T110543_20201017T050342,-9999,2020-10-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201015T124713_20201017T061432,-9999,2020-10-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201015T142842_20201017T073845,-9999,2020-10-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201015T161011_20201017T084809,-9999,2020-10-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201015T175141_20201017T111018,6.185968127426839E-6,2020-10-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201015T193310_20201017T124329,-9999,2020-10-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201015T211440_20201017T143456,-9999,2020-10-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201015T225609_20201017T153524,-9999,2020-10-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201016T003739_20201017T172740,-9999,2020-10-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201016T021908_20201017T184952,-9999,2020-10-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201016T040037_20201017T211053,-9999,2020-10-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201016T054207_20201017T224919,-9999,2020-10-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201016T072336_20201018T002254,-9999,2020-10-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201016T090506_20201018T021546,-9999,2020-10-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201016T104635_20201018T044539,-9999,2020-10-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201016T122804_20201018T060120,-9999,2020-10-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201016T140934_20201018T071545,-9999,2020-10-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201016T155103_20201018T084827,-9999,2020-10-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201016T173233_20201018T104353,5.630411473491322E-6,2020-10-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201016T191402_20201018T124250,-9999,2020-10-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201016T205531_20201018T140819,-9999,2020-10-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201016T223701_20201018T151350,-9999,2020-10-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201017T001830_20201018T170923,-9999,2020-10-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201017T020000_20201018T183105,-9999,2020-10-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201017T034129_20201018T203737,-9999,2020-10-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201017T052258_20201018T222758,-9999,2020-10-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201017T070428_20201019T001145,-9999,2020-10-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201017T084557_20201019T015859,-9999,2020-10-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201017T102727_20201019T040819,-9999,2020-10-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201017T120856_20201019T054709,-9999,2020-10-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201017T135026_20201019T070627,-9999,2020-10-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201017T153155_20201019T083929,-9999,2020-10-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201017T171324_20201019T102506,7.034785810102751E-6,2020-10-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201017T185454_20201019T123524,-9999,2020-10-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201017T203623_20201019T134709,-9999,2020-10-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201017T221753_20201019T145019,-9999,2020-10-17,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201017T235922_20201019T163739,-9999,2020-10-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201018T014052_20201019T181157,-9999,2020-10-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201018T032221_20201019T201517,-9999,2020-10-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201018T050350_20201019T222806,-9999,2020-10-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201018T064520_20201019T234309,-9999,2020-10-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201018T082649_20201020T015831,-9999,2020-10-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201018T100819_20201020T033551,-9999,2020-10-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201018T114948_20201020T052000,-9999,2020-10-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201018T133117_20201020T064046,-9999,2020-10-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201018T151247_20201020T081312,-9999,2020-10-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201018T165416_20201020T094455,6.722843598812818E-6,2020-10-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201018T183546_20201020T115253,-9999,2020-10-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201018T201715_20201020T132251,-9999,2020-10-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201018T215844_20201020T145156,-9999,2020-10-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201018T234014_20201020T162542,-9999,2020-10-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201019T012143_20201020T181455,-9999,2020-10-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201019T030313_20201020T195225,-9999,2020-10-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201019T044442_20201020T220545,-9999,2020-10-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201019T062611_20201020T234330,-9999,2020-10-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201019T080741_20201021T012049,-9999,2020-10-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201019T094910_20201021T031936,-9999,2020-10-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201019T113040_20201021T044744,-9999,2020-10-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201019T131209_20201021T064207,-9999,2020-10-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201019T145339_20201021T075252,-9999,2020-10-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201019T163508_20201021T092929,-9999,2020-10-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201019T181637_20201021T112745,6.971269822475007E-6,2020-10-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201019T195807_20201021T132736,-9999,2020-10-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201019T213936_20201021T143348,-9999,2020-10-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201019T232106_20201021T160722,-9999,2020-10-19,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201020T010235_20201021T174816,-9999,2020-10-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201020T024405_20201021T192241,-9999,2020-10-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201020T042534_20201021T213347,-9999,2020-10-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201020T060703_20201021T233335,-9999,2020-10-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201020T074833_20201022T005921,-9999,2020-10-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201020T093002_20201022T025843,-9999,2020-10-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201020T111132_20201022T041757,-9999,2020-10-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201020T125301_20201022T062451,-9999,2020-10-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201020T143430_20201022T073451,-9999,2020-10-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201020T161600_20201022T092250,-9999,2020-10-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201020T175729_20201022T110437,9.384574274412382E-6,2020-10-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201020T193859_20201022T125331,-9999,2020-10-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201020T212028_20201022T141719,-9999,2020-10-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201020T230158_20201022T155307,-9999,2020-10-20,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201021T004327_20201022T171944,-9999,2020-10-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201021T022456_20201022T190849,-9999,2020-10-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201021T040626_20201022T211159,-9999,2020-10-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201021T054755_20201022T231328,-9999,2020-10-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201021T072925_20201023T010556,-9999,2020-10-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201021T091054_20201023T021738,-9999,2020-10-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201021T105224_20201023T041800,-9999,2020-10-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201021T123353_20201023T055852,-9999,2020-10-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201021T141522_20201023T072816,-9999,2020-10-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201021T155652_20201023T091158,-9999,2020-10-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201021T173821_20201023T105136,1.0666984693897652E-5,2020-10-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201021T191951_20201023T123341,-9999,2020-10-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201021T210120_20201023T140646,-9999,2020-10-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201021T224250_20201023T153819,-9999,2020-10-21,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201022T002419_20201023T171408,-9999,2020-10-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201022T020548_20201023T183911,-9999,2020-10-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201022T034718_20201023T205346,-9999,2020-10-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201022T052847_20201023T223505,-9999,2020-10-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201022T071017_20201024T002857,-9999,2020-10-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201022T085146_20201024T020440,-9999,2020-10-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201022T103316_20201024T040340,-9999,2020-10-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201022T121445_20201024T055746,-9999,2020-10-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201022T135614_20201024T072817,-9999,2020-10-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201022T153744_20201024T082137,-9999,2020-10-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201022T171913_20201024T072950,-9999,2020-10-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201022T190043_20201024T122439,-9999,2020-10-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201022T204212_20201024T135808,-9999,2020-10-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201022T222342_20201024T152339,-9999,2020-10-22,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201023T000511_20201024T170032,-9999,2020-10-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201023T014640_20201024T182158,-9999,2020-10-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201023T032810_20201024T201944,-9999,2020-10-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201023T050939_20201024T221419,-9999,2020-10-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201023T065109_20201025T000928,-9999,2020-10-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201023T083238_20201025T014745,-9999,2020-10-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201023T101408_20201025T035127,-9999,2020-10-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201023T115537_20201025T052224,-9999,2020-10-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201023T133706_20201025T070122,-9999,2020-10-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201023T151836_20201025T081521,-9999,2020-10-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201023T170005_20201025T101351,5.0556044398220294E-6,2020-10-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201023T184135_20201025T120859,-9999,2020-10-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201023T202304_20201025T140118,-9999,2020-10-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201023T220434_20201025T150942,-9999,2020-10-23,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201023T234603_20201025T170545,-9999,2020-10-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201024T012732_20201025T174806,-9999,2020-10-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201024T030902_20201025T200658,-9999,2020-10-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201024T045031_20201025T221646,-9999,2020-10-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201024T063201_20201025T233415,-9999,2020-10-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201024T081330_20201026T013657,-9999,2020-10-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201024T095500_20201026T031251,-9999,2020-10-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201024T113629_20201026T050914,-9999,2020-10-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201024T131758_20201026T064115,-9999,2020-10-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201024T145928_20201026T081454,-9999,2020-10-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201024T164057_20201026T095503,3.070162481358153E-6,2020-10-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201024T182227_20201026T115401,5.141526751515968E-6,2020-10-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201024T200356_20201026T133632,-9999,2020-10-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201024T214526_20201026T143704,-9999,2020-10-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201024T232655_20201026T163905,-9999,2020-10-24,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201025T010824_20201026T174544,-9999,2020-10-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201025T024954_20201026T193014,-9999,2020-10-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201025T043123_20201026T215548,-9999,2020-10-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201025T061253_20201026T231158,-9999,2020-10-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201025T075422_20201027T010953,-9999,2020-10-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201025T093552_20201027T030037,-9999,2020-10-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201025T111721_20201027T045211,-9999,2020-10-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201025T125850_20201027T062223,-9999,2020-10-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201025T144020_20201027T073332,-9999,2020-10-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201025T162149_20201027T092321,-9999,2020-10-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201025T180319_20201027T113509,3.5438855745998497E-6,2020-10-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201025T194448_20201027T125426,-9999,2020-10-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201025T212618_20201027T141518,-9999,2020-10-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201025T230747_20201027T154915,-9999,2020-10-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201026T004916_20201027T172708,-9999,2020-10-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201026T023046_20201027T190544,-9999,2020-10-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201026T041215_20201027T213549,-9999,2020-10-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201026T055345_20201027T225855,-9999,2020-10-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201026T073514_20201028T004849,-9999,2020-10-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201026T091644_20201028T023434,-9999,2020-10-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
20201026T105813_20201028T044817,-9999,2020-10-26,"{""type"":""MultiPoint"",""coordinates"":[]}"
